Series ID,Year,Period,Label,Value, City
LAUCT345700000000003,2013,M11,2013 Nov,12.1, Paterson
LAUCT345700000000003,2013,M12,2013 Dec,12.0, Paterson
LAUCT345700000000003,2014,M01,2014 Jan,13.8, Paterson
LAUCT345700000000003,2014,M02,2014 Feb,13.6, Paterson
LAUCT345700000000003,2014,M03,2014 Mar,13.3, Paterson
LAUCT345700000000003,2014,M04,2014 Apr,11.7, Paterson
LAUCT345700000000003,2014,M05,2014 May,11.6, Paterson
LAUCT345700000000003,2014,M06,2014 Jun,11.6, Paterson
LAUCT345700000000003,2014,M07,2014 Jul,12.6, Paterson
LAUCT345700000000003,2014,M08,2014 Aug,12.3, Paterson
LAUCT345700000000003,2014,M09,2014 Sep,11.6, Paterson
LAUCT345700000000003,2014,M10,2014 Oct,10.8, Paterson
LAUCT345700000000003,2014,M11,2014 Nov,10.9, Paterson
LAUCT345700000000003,2014,M12,2014 Dec,10.9, Paterson
LAUCT345700000000003,2015,M01,2015 Jan,12.5, Paterson
LAUCT345700000000003,2015,M02,2015 Feb,12.4, Paterson
LAUCT345700000000003,2015,M03,2015 Mar,11.6, Paterson
LAUCT345700000000003,2015,M04,2015 Apr,10.4, Paterson
LAUCT345700000000003,2015,M05,2015 May,10.3, Paterson
LAUCT345700000000003,2015,M06,2015 Jun,10.0, Paterson
LAUCT345700000000003,2015,M07,2015 Jul,10.7, Paterson
LAUCT345700000000003,2015,M08,2015 Aug,9.7, Paterson
LAUCT345700000000003,2015,M09,2015 Sep,9.1, Paterson
LAUCT345700000000003,2015,M10,2015 Oct,8.5, Paterson
LAUCT345700000000003,2015,M11,2015 Nov,8.1, Paterson
LAUCT345700000000003,2015,M12,2015 Dec,8.2, Paterson
LAUCT345700000000003,2016,M01,2016 Jan,9.1, Paterson
LAUCT345700000000003,2016,M02,2016 Feb,9.1, Paterson
LAUCT345700000000003,2016,M03,2016 Mar,9.4, Paterson
LAUCT345700000000003,2016,M04,2016 Apr,9.1, Paterson
LAUCT345700000000003,2016,M05,2016 May,9.0, Paterson
LAUCT345700000000003,2016,M06,2016 Jun,9.3, Paterson
LAUCT345700000000003,2016,M07,2016 Jul,10.1, Paterson
LAUCT345700000000003,2016,M08,2016 Aug,10.1, Paterson
LAUCT345700000000003,2016,M09,2016 Sep,9.7, Paterson
