Series ID,Year,Period,Label,Value, City
LAUCT262200000000003,2007,M09,2007 Sep,13.7, Detroit
LAUCT262200000000003,2007,M10,2007 Oct,14.3, Detroit
LAUCT262200000000003,2007,M11,2007 Nov,12.8, Detroit
LAUCT262200000000003,2007,M12,2007 Dec,13.1, Detroit
LAUCT262200000000003,2008,M01,2008 Jan,13.8, Detroit
LAUCT262200000000003,2008,M02,2008 Feb,13.1, Detroit
LAUCT262200000000003,2008,M03,2008 Mar,13.5, Detroit
LAUCT262200000000003,2008,M04,2008 Apr,12.2, Detroit
LAUCT262200000000003,2008,M05,2008 May,14.6, Detroit
LAUCT262200000000003,2008,M06,2008 Jun,15.3, Detroit
LAUCT262200000000003,2008,M07,2008 Jul,17.2, Detroit
LAUCT262200000000003,2008,M08,2008 Aug,16.7, Detroit
LAUCT262200000000003,2008,M09,2008 Sep,15.7, Detroit
LAUCT262200000000003,2008,M10,2008 Oct,16.0, Detroit
LAUCT262200000000003,2008,M11,2008 Nov,15.3, Detroit
LAUCT262200000000003,2008,M12,2008 Dec,16.5, Detroit
LAUCT262200000000003,2009,M01,2009 Jan,22.3, Detroit
LAUCT262200000000003,2009,M02,2009 Feb,22.5, Detroit
LAUCT262200000000003,2009,M03,2009 Mar,23.2, Detroit
LAUCT262200000000003,2009,M04,2009 Apr,23.3, Detroit
LAUCT262200000000003,2009,M05,2009 May,26.0, Detroit
LAUCT262200000000003,2009,M06,2009 Jun,28.4, Detroit
LAUCT262200000000003,2009,M07,2009 Jul,28.3, Detroit
LAUCT262200000000003,2009,M08,2009 Aug,26.7, Detroit
LAUCT262200000000003,2009,M09,2009 Sep,25.7, Detroit
LAUCT262200000000003,2009,M10,2009 Oct,25.6, Detroit
LAUCT262200000000003,2009,M11,2009 Nov,24.4, Detroit
LAUCT262200000000003,2009,M12,2009 Dec,24.3, Detroit
LAUCT262200000000003,2010,M01,2010 Jan,27.0, Detroit
LAUCT262200000000003,2010,M02,2010 Feb,26.5, Detroit
LAUCT262200000000003,2010,M03,2010 Mar,26.7, Detroit
LAUCT262200000000003,2010,M04,2010 Apr,24.9, Detroit
LAUCT262200000000003,2010,M05,2010 May,24.5, Detroit
LAUCT262200000000003,2010,M06,2010 Jun,25.2, Detroit
LAUCT262200000000003,2010,M07,2010 Jul,26.8, Detroit
LAUCT262200000000003,2010,M08,2010 Aug,25.3, Detroit
LAUCT262200000000003,2010,M09,2010 Sep,23.5, Detroit
LAUCT262200000000003,2010,M10,2010 Oct,23.0, Detroit
LAUCT262200000000003,2010,M11,2010 Nov,22.0, Detroit
LAUCT262200000000003,2010,M12,2010 Dec,21.4, Detroit
LAUCT262200000000003,2011,M01,2011 Jan,22.2, Detroit
LAUCT262200000000003,2011,M02,2011 Feb,21.4, Detroit
LAUCT262200000000003,2011,M03,2011 Mar,21.4, Detroit
LAUCT262200000000003,2011,M04,2011 Apr,19.8, Detroit
LAUCT262200000000003,2011,M05,2011 May,21.2, Detroit
LAUCT262200000000003,2011,M06,2011 Jun,22.8, Detroit
LAUCT262200000000003,2011,M07,2011 Jul,24.2, Detroit
LAUCT262200000000003,2011,M08,2011 Aug,22.5, Detroit
LAUCT262200000000003,2011,M09,2011 Sep,21.0, Detroit
LAUCT262200000000003,2011,M10,2011 Oct,20.1, Detroit
LAUCT262200000000003,2011,M11,2011 Nov,17.7, Detroit
LAUCT262200000000003,2011,M12,2011 Dec,18.3, Detroit
LAUCT262200000000003,2012,M01,2012 Jan,19.4, Detroit
LAUCT262200000000003,2012,M02,2012 Feb,18.9, Detroit
LAUCT262200000000003,2012,M03,2012 Mar,18.7, Detroit
LAUCT262200000000003,2012,M04,2012 Apr,17.2, Detroit
LAUCT262200000000003,2012,M05,2012 May,18.9, Detroit
LAUCT262200000000003,2012,M06,2012 Jun,20.4, Detroit
LAUCT262200000000003,2012,M07,2012 Jul,22.3, Detroit
LAUCT262200000000003,2012,M08,2012 Aug,20.7, Detroit
LAUCT262200000000003,2012,M09,2012 Sep,18.8, Detroit
LAUCT262200000000003,2012,M10,2012 Oct,19.2, Detroit
LAUCT262200000000003,2012,M11,2012 Nov,17.3, Detroit
LAUCT262200000000003,2012,M12,2012 Dec,18.5, Detroit
LAUCT262200000000003,2013,M01,2013 Jan,20.6, Detroit
LAUCT262200000000003,2013,M02,2013 Feb,19.1, Detroit
LAUCT262200000000003,2013,M03,2013 Mar,18.5, Detroit
LAUCT262200000000003,2013,M04,2013 Apr,16.8, Detroit
LAUCT262200000000003,2013,M05,2013 May,18.8, Detroit
LAUCT262200000000003,2013,M06,2013 Jun,20.7, Detroit
LAUCT262200000000003,2013,M07,2013 Jul,22.0, Detroit
LAUCT262200000000003,2013,M08,2013 Aug,20.1, Detroit
LAUCT262200000000003,2013,M09,2013 Sep,18.8, Detroit
LAUCT262200000000003,2013,M10,2013 Oct,19.1, Detroit
LAUCT262200000000003,2013,M11,2013 Nov,16.9, Detroit
LAUCT262200000000003,2013,M12,2013 Dec,16.6, Detroit
LAUCT262200000000003,2014,M01,2014 Jan,17.8, Detroit
LAUCT262200000000003,2014,M02,2014 Feb,17.6, Detroit
LAUCT262200000000003,2014,M03,2014 Mar,17.4, Detroit
LAUCT262200000000003,2014,M04,2014 Apr,15.3, Detroit
LAUCT262200000000003,2014,M05,2014 May,16.9, Detroit
LAUCT262200000000003,2014,M06,2014 Jun,17.0, Detroit
LAUCT262200000000003,2014,M07,2014 Jul,18.8, Detroit
LAUCT262200000000003,2014,M08,2014 Aug,17.4, Detroit
LAUCT262200000000003,2014,M09,2014 Sep,15.9, Detroit
LAUCT262200000000003,2014,M10,2014 Oct,15.5, Detroit
LAUCT262200000000003,2014,M11,2014 Nov,13.1, Detroit
LAUCT262200000000003,2014,M12,2014 Dec,12.4, Detroit
LAUCT262200000000003,2015,M01,2015 Jan,14.0, Detroit
LAUCT262200000000003,2015,M02,2015 Feb,12.6, Detroit
LAUCT262200000000003,2015,M03,2015 Mar,12.2, Detroit
LAUCT262200000000003,2015,M04,2015 Apr,10.9, Detroit
LAUCT262200000000003,2015,M05,2015 May,13.1, Detroit
LAUCT262200000000003,2015,M06,2015 Jun,13.2, Detroit
LAUCT262200000000003,2015,M07,2015 Jul,14.5, Detroit
LAUCT262200000000003,2015,M08,2015 Aug,13.0, Detroit
LAUCT262200000000003,2015,M09,2015 Sep,11.4, Detroit
LAUCT262200000000003,2015,M10,2015 Oct,12.6, Detroit
LAUCT262200000000003,2015,M11,2015 Nov,10.3, Detroit
LAUCT262200000000003,2015,M12,2015 Dec,10.8, Detroit
LAUCT262200000000003,2016,M01,2016 Jan,11.1, Detroit
LAUCT262200000000003,2016,M02,2016 Feb,10.7, Detroit
LAUCT262200000000003,2016,M03,2016 Mar,11.0, Detroit
LAUCT262200000000003,2016,M04,2016 Apr,9.1, Detroit
LAUCT262200000000003,2016,M05,2016 May,9.8, Detroit
LAUCT262200000000003,2016,M06,2016 Jun,11.6, Detroit
LAUCT262200000000003,2016,M07,2016 Jul,12.5, Detroit
LAUCT262200000000003,2016,M08,2016 Aug,12.4, Detroit
LAUCT262200000000003,2016,M09,2016 Sep,11.1, Detroit
